,title,worktype,skill,url,formatted_address,country,latlng
2217,Senior Geophysicist (Interpretation),,"['Sciences', 'Oil And Gas', 'Oil Painting', 'Reservoir Modeling', 'Oil And Gas', 'Seismology']",https://www.oilandgasjobsearch.com/job/J306716W26S0P0QSHZ9?ipath=CRJR2218,"185 Marcy Ave #306, Brooklyn, NY 11211, USA",USA,"{'lat': 40.707779, 'lng': -73.9580307}"
2218,Consultant/Snr Consultant - Natural Capital Approaches,Full-Time,"['Environment Agency', 'Management', 'Biodiversity', 'Attention To Detail', 'Team Working', 'Environmental Protection']",https://www.oilandgasjobsearch.com/job/J3V61P6P54FTQW4TTRR?ipath=CRJR2219,"179 Harehills Ln, Harehills, Leeds LS8 3QH, UK",UK,"{'lat': 53.8156834, 'lng': -1.5137923}"
2219,Principal Ecologist,Full-Time,"['Management', 'Project Management', 'Coaching And Mentoring', 'Mentorship', 'Ecology', 'Information Security']",https://www.oilandgasjobsearch.com/job/J3V37Q5W335RC6B2ZN4?ipath=CRJR2220,"420 Birmingham Rd, Wylde Green, Sutton Coldfield B72 1YJ, UK",UK,"{'lat': 52.5357652, 'lng': -1.826909}"
2220,Principal Designer,Full-Time,"['Leadership', 'Communication', 'Assertive', 'Passionate', 'Management', 'Civil Engineering']",https://www.oilandgasjobsearch.com/job/J3V54M69QG9LNDYJNQH?ipath=CRJR2221,"Altrincham, UK",UK,"{'lat': 53.38690459999999, 'lng': -2.3488983}"
2221,Chargé.e Bureau d'Etudes F/H,Full-Time,"['Esprit (Logiciel De Sauvegarde)', 'Qualité (Business)', 'Proposition (Business)', 'Gestion', 'Liens', 'Projet (Chaudière)']",https://www.oilandgasjobsearch.com/job/J3Q88Z6WMKPPZX7J235?ipath=CRJR2222,"13170 Les Pennes-Mirabeau, France",France,"{'lat': 43.410272, 'lng': 5.308922}"
2222,Planning Manager,Full-Time,"['Sales', 'Marketing', 'Forecasting', 'Supply Chain Management', 'Customer Service', 'Inventory Turnover']",https://www.oilandgasjobsearch.com/job/J3W2K475Z6Y5JZNVMCK?ipath=CRJR2223,"Rosemont, IL 60018, USA",USA,"{'lat': 41.98675069999999, 'lng': -87.8721602}"
2223,Technicien de maintenance CVC F/H,Full-Time,"['Formation', 'Autosuffisance', 'Cvc', 'Chauffage Et Refroidissement', 'Maintenance Préventive', 'Ménagère']",https://www.oilandgasjobsearch.com/job/J3S6Q26K1N87K0N3B8L?ipath=CRJR2224,"Limoges, France",France,"{'lat': 45.83361900000001, 'lng': 1.261105}"
2224,"Ingenieur Heizungs-, Lüftungs- und Sanitärtechnik",Full-Time,"['Aftersales', 'Planung (Ausbildung)']",https://www.oilandgasjobsearch.com/job/J3P5H16SCY0F6PQYX11?ipath=CRJR2225,"Baden-Württemberg, Germany",Germany,"{'lat': 48.6616037, 'lng': 9.3501336}"
2225,Bauingenieur Hochbau Stahlbau,Full-Time,"['Berechnungen', 'Deutsch (Sprachunterricht)', 'Englisch (Sprachunterricht)', 'Aluminium', 'Erlebnisp� Dagogik', 'Volkswirtschaftslehre']",https://www.oilandgasjobsearch.com/job/J3M1TF605F1HYJ5LJ60?ipath=CRJR2226,"Villingen-Schwenningen, Germany",Germany,"{'lat': 48.0594021, 'lng': 8.4640869}"
2226,Project Manager - Foundations,Full-Time,"['Product Quality Assurance', 'Scheduling', 'Sales', 'Project Scoping', 'Microsoft Power Point', 'Software Quality Assurance (Sqa)']",https://www.oilandgasjobsearch.com/job/J3V7ZN6VRTSVDW4G9TZ?ipath=CRJR2227,"Guelph, ON, Canada",Canada,"{'lat': 43.5448048, 'lng': -80.24816659999999}"
2227,"Ingenieur Heizungs-, Lüftungs- und Sanitärtechnik",Full-Time,"['Aftersales', 'Planung (Ausbildung)']",https://www.oilandgasjobsearch.com/job/J3N77R76KBYPTK6CPWV?ipath=CRJR2228,"Villingen-Schwenningen, Germany",Germany,"{'lat': 48.0594021, 'lng': 8.4640869}"
2228,Associate HVAC/R Mechanical Technician (3 Positions Available),Full-Time,"['Prototype (Manufacturing)', 'Troubleshooting (Problem Solving)', 'Communication', 'Testing', 'Complex Problem Solving', 'Computer Literacy']",https://www.oilandgasjobsearch.com/job/J3T2T072KP24YTP1Z7R?ipath=CRJR2229,"Sidney, OH 45365, USA",USA,"{'lat': 40.2842164, 'lng': -84.1554987}"
2229,Konstrukteur Schiffbau,Full-Time,"['Schiffbau', 'Special Purpose Entity', 'Pferdepflege', 'Konstruktion (Funktechnik)', 'Fertigung (Elektrisch/Telefon)', 'Deutsch (Sprachunterricht)']",https://www.oilandgasjobsearch.com/job/J3T7DW61NTS7YTRRPRJ?ipath=CRJR2230,"27809 Lemwerder, Germany",Germany,"{'lat': 53.1623017, 'lng': 8.6152319}"
2230,"Fachplaner Versorgungs-, Sprinkler- und Feuerlöschtechnik",Full-Time,"['Personalbeschaffung', 'Planung (Ausbildung)', 'Berufliche Grundbildung', 'Haushalt']",https://www.oilandgasjobsearch.com/job/J3V3206V984H50KXR1R?ipath=CRJR2231,"1507 Montana St, Missoula, MT 59801, USA",USA,"{'lat': 46.872656, 'lng': -114.020187}"
2231,Kalkulator Heizung/Lüftung/Sanitär Technische Gebäudeausrüstung,Full-Time,"['Tracking Systems (Geolocation)', 'Zusammenarbeit', 'Heizen Und K� Hlen', 'Bau', 'Professional Development', 'Beurteilung Eines Klassifikators']",https://www.oilandgasjobsearch.com/job/J3S4Q66XXGR59SVBMZV?ipath=CRJR2232,"1507 Montana St, Missoula, MT 59801, USA",USA,"{'lat': 46.872656, 'lng': -114.020187}"
2232,Bauingenieur / Elektroingenieur Mobilfunkplanung,Full-Time,"['Projektbewertungen', 'Differentialgeometrie', 'Resource Planning', 'B (Programming Language)', 'Klasse', 'Aftersales']",https://www.oilandgasjobsearch.com/job/J3Q6YB6Y88893BNKVTL?ipath=CRJR2233,"1507 Montana St, Missoula, MT 59801, USA",USA,"{'lat': 46.872656, 'lng': -114.020187}"
2233,Programmierer Gebäudeautomation/MSR-Technik,Full-Time,"['Professional Development', 'Elektro', 'Werkzeuge Zur Programmierung', 'Netzwerktechnik', 'Automatisierungstechnik (Unterricht)', 'Command Controls']",https://www.oilandgasjobsearch.com/job/J3S3QS7060M2PF16C7L?ipath=CRJR2234,"1507 Montana St, Missoula, MT 59801, USA",USA,"{'lat': 46.872656, 'lng': -114.020187}"
2234,Anlagenmechaniker für Wasser-Löschanlagen,Full-Time,"['Dokumentation (Prozessindustrie)', 'Montage (Filmproduktion)', 'B (Programming Language)', 'Materialien', 'Professional Development', 'Klasse']",https://www.oilandgasjobsearch.com/job/J3N3HP6Y417YYKMMP2B?ipath=CRJR2235,"1507 Montana St, Missoula, MT 59801, USA",USA,"{'lat': 46.872656, 'lng': -114.020187}"
2235,Projektleiter TGA,Full-Time,"['Electrical Engineering', 'Engineering', 'Prototype (Manufacturing)', 'Mathematical Optimization', 'Verification', 'Computer Engineering']",https://www.oilandgasjobsearch.com/job/J3T18P6RS0Q7BYWRLZY?ipath=CRJR2236,"1507 Montana St, Missoula, MT 59801, USA",USA,"{'lat': 46.872656, 'lng': -114.020187}"
2236,GE Mark 6 (e) Engineer,Contractor,"['Troubleshooting (Problem Solving)', 'Reports', 'Technical Support', 'Field Service Management', 'Oil And Gas', 'Oil Painting']",https://www.oilandgasjobsearch.com/job/J3M2B86W4G5L4KXRXYV?ipath=CRJR2237,Singapore,Singapore,"{'lat': 1.352083, 'lng': 103.819836}"
2238,Water/Waste Water and Facilities Area Health and Safety Manager,Full-Time,"['Scheduling', 'Operations', 'Microsoft Power Point', 'Microsoft Outlook', 'Certified Safety Professional', 'Microsoft Excel']",https://www.oilandgasjobsearch.com/job/J3W22H6X8M5MD14CZC1?ipath=CRJR2239,"Dallas, TX, USA",USA,"{'lat': 32.7766642, 'lng': -96.79698789999999}"
2239,Principal systems studies engineer,Full-Time,"['Switchgear', 'Electrical Engineering', 'Relays', 'Transformers (Electrical)', 'Transmission', 'Professional Engineer']",https://www.oilandgasjobsearch.com/job/J3W04J629Z8PPCKX3PZ?ipath=CRJR2240,"Raleigh, NC, USA",USA,"{'lat': 35.7795897, 'lng': -78.6381787}"
2240,Responsable d'exploitation éolien,Full-Time,"['Formation', 'Domaine (Microsoft)', 'Matériels', 'Apprentissage Expérientiel', 'Maintenance', 'Clé']",https://www.oilandgasjobsearch.com/job/J3V2T868D87CPNT031J?ipath=CRJR2241,"London, UK",UK,"{'lat': 51.5073509, 'lng': -0.1277583}"
2241,Project Manager (EICT),Contractor,"['Project Management', 'Oil And Gas', 'Oil Painting', 'Time Constraint', 'Management', 'Floating Production Storage And Offloading']",https://www.oilandgasjobsearch.com/job/J3V1DY79L767GLX543R?ipath=CRJR2242,Singapore,Singapore,"{'lat': 1.352083, 'lng': 103.819836}"
2242,Principal Planner,Full-Time,"['Sustainability', 'Green Building', 'Renewable Energy', 'Stakeholder Engagement', 'Strategic Thinking', 'Urban Planning']",https://www.oilandgasjobsearch.com/job/J3T7TH68RMML6FW30Y8?ipath=CRJR2243,"Melbourne VIC, Australia",Australia,"{'lat': -37.8136276, 'lng': 144.9630576}"
2243,Développeur(-euse) de projets EnR,Full-Time,"['Formation', 'Gestion Des Dossiers', 'Marchandage', 'Prospection (Minerais)', 'Suivi (Commercial Airline Flight)', 'Apprentissage Expérientiel']",https://www.oilandgasjobsearch.com/job/J3T0QM778DS023N8DBV?ipath=CRJR2244,"58000 Nevers, France",France,"{'lat': 46.99089600000001, 'lng': 3.162845}"
2244,Working student (d/f/m) - Working culture & agile transformation,Full-Time,"['German Language', 'Tooling', 'Environmental Protocols', 'Project Management', 'Positive Attitude', 'Team Working']",https://www.oilandgasjobsearch.com/job/J3S4YP60GTJ17WPX1NW?ipath=CRJR2245,"Essen, Germany",Germany,"{'lat': 51.4556432, 'lng': 7.0115552}"
2245,Responsable d'exploitation éolien,Full-Time,"['Formation', 'Domaine (Microsoft)', 'Matériels', 'Apprentissage Expérientiel', 'Maintenance', 'Clé']",https://www.oilandgasjobsearch.com/job/J3S47871YCLLNZTG58S?ipath=CRJR2246,"Reims, France",France,"{'lat': 49.258329, 'lng': 4.031696}"
2246,Facilities Integration and T&C Supervision – MEP Lead,Full-Time,"['Integration', 'Systems Integration', 'Reports', 'Interface']",https://www.oilandgasjobsearch.com/job/J3S3X66FSLDL2MZ9NQM?ipath=CRJR2247,Abu Dhabi - United Arab Emirates,UAE,"{'lat': 24.453884, 'lng': 54.3773438}"
2247,Environmental Consultant,Full-Time,"['Stakeholder Management', 'Infrastructure', 'Engineering', 'Sustainability', 'Coaching And Mentoring', 'Stakeholder Engagement']",https://www.oilandgasjobsearch.com/job/J3S28R79GSVCDWB62WK?ipath=CRJR2248,"Sydney NSW, Australia",Australia,"{'lat': -33.8688197, 'lng': 151.2092955}"
2248,Electrical systems studies engineer,Full-Time,"['Switchgear', 'Electrical Engineering', 'Relays', 'Transformers (Electrical)', 'Transmission', 'Professional Engineer']",https://www.oilandgasjobsearch.com/job/J3Q5VT75Z828BBNR8P7?ipath=CRJR2249,"Westwood, MA, USA",USA,"{'lat': 42.21398730000001, 'lng': -71.2244987}"
2249,Civil Engineer,Full-Time,"['Hardworking And Dedicated', 'Attention To Detail', 'Wastewater', 'Stormwater', 'Computer Aided Design', 'Civil Engineering']",https://www.oilandgasjobsearch.com/job/J3Q3P36X909KMRYZ8FJ?ipath=CRJR2250,"Wellington, New Zealand",New Zealand,"{'lat': -41.2768778, 'lng': 174.7731458}"
2250,Accounts Receivable Associate (German preferred),Full-Time,"['German Language', 'Dispatching', 'Reports', 'Economics', 'Mathematics', 'English Language']",https://www.oilandgasjobsearch.com/job/J3Q34W6F931DRSHQ2CT?ipath=CRJR2251,"Cluj-Napoca, Romania",Romania,"{'lat': 46.7712101, 'lng': 23.6236353}"
2251,Highways Engineer Inspector,Full-Time,"['Civil Engineering', 'Geotechnical Engineering', 'Presentations']",https://www.oilandgasjobsearch.com/job/J3P5G5721HNLQH55MLQ?ipath=CRJR2252,"Dublin, Ireland",Ireland,"{'lat': 53.3498053, 'lng': -6.2603097}"
2252,Production Technician - Power Generation Plant,Full-Time,"['Assembling', 'Product Quality Assurance', 'Maintenance', 'Preventive Maintenance', 'Manufacturing', 'Installations (Manual/Mechanical)']",https://www.oilandgasjobsearch.com/job/J3P3C860830ZWD10055?ipath=CRJR2253,"French Camp, MS 39745, USA",USA,"{'lat': 33.293181, 'lng': -89.3995159}"
2253,Energy Engineering Intern,Full-Time,"['Microsoft Excel', 'Courtesy', 'Testing', 'Mechanical Engineering', 'Project Stakeholder', 'Draft (Boiler)']",https://www.oilandgasjobsearch.com/job/J3P2BY5WNV3BPBR5CDW?ipath=CRJR2254,"Chicago, IL, USA",USA,"{'lat': 41.8781136, 'lng': -87.6297982}"
2254,Accounts Receivable Specialist (German preferred),Full-Time,"['German Language', 'Dispatching', 'Reports', 'Mathematics', 'Takeover', 'Digitization']",https://www.oilandgasjobsearch.com/job/J3P1TF6YPZ7HG8PC16H?ipath=CRJR2255,"Cluj-Napoca, Romania",Romania,"{'lat': 46.7712101, 'lng': 23.6236353}"
2255,Engineer - Transmission Substation Design,Full-Time,"['Construction Management', 'Constructability', 'Engineering Design Process', 'Primavera', 'Autocad', 'Commissioning']",https://www.oilandgasjobsearch.com/job/J3N72365WVGRXZRNH02?ipath=CRJR2256,"New Orleans, LA, USA",USA,"{'lat': 29.95106579999999, 'lng': -90.0715323}"
2256,MEP Superintendent,Full-Time,"['Construction Management', 'Professional Engineer', 'Team Building', 'Construction', 'Scheduling', 'Physical Education (Pe)']",https://www.oilandgasjobsearch.com/job/J3N5P96BH7B9ZMBC4SK?ipath=CRJR2257,"New York, NY, USA",USA,"{'lat': 40.7127753, 'lng': -74.0059728}"
2257,Documentation Specialist,Contractor,"['Microsoft Excel', 'Office Suite', 'Microsoft Word', 'Document Management Systems', 'English Language', 'Field Research']",https://www.oilandgasjobsearch.com/job/J2Z0QN6TMLBPLJVTZ64?ipath=CRJR2258,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Malaysia,"{'lat': 3.139003, 'lng': 101.686855}"
2258,Lead Instrument Engineer,Full-Time,"['Engineering', 'Commissioning', 'Hazard And Operability Study', 'Hazard Identification', 'Oil And Gas', 'Instrumentation']",https://www.oilandgasjobsearch.com/job/JDH6W769Q37L8TK0XBH?ipath=CRJR2259,Al Khobar Saudi Arabia,Saudi Arabia,"{'lat': 26.2171906, 'lng': 50.1971381}"
2261,Approvisionneur F/H,Full-Time,"['Station Électrique', 'Formation', 'Comptabilité', 'Travail', 'Travaux', 'Enterprise Resource Planning']",https://www.oilandgasjobsearch.com/job/J3T19H6BS5J890KZ0DN?ipath=CRJR2262,"Nouvelle-Aquitaine, France",France,"{'lat': 45.7087182, 'lng': 0.626891}"
2262,Responsable bureau d'études F/H,Full-Time,"['Swot', 'Projet (Chaudière)', 'Gestion', 'Station Électrique', 'Formation Supérieure Aux Métiers Du Son', 'Automation']",https://www.oilandgasjobsearch.com/job/J3N4FW5WD9C90PVZ7H8?ipath=CRJR2263,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2263,Monteur électricien F/H,Full-Time,"['Picture Frame', 'Client De Messagerie', 'Biochimiques Dosages', 'Sites', 'Formation', 'Mission']",https://www.oilandgasjobsearch.com/job/J3S36L759HSYRTFT4WT?ipath=CRJR2264,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2264,Chargé(e) d'études Conception Tuyauterie Chaudronnerie F/H,Full-Time,"['Réalisation', 'Code De Construction Des Appareils À Pression Non Soumis À La Flamme', 'Autosuffisance', 'Fiches', 'Sûreté', 'Fabrication']",https://www.oilandgasjobsearch.com/job/J3S6S86C9YS3Z9HJL6Y?ipath=CRJR2265,"Nouvelle-Aquitaine, France",France,"{'lat': 45.7087182, 'lng': 0.626891}"
2265,Monteur électricien F/H,Full-Time,"['Picture Frame', 'Client De Messagerie', 'Biochimiques Dosages', 'Sites', 'Formation', 'Mission']",https://www.oilandgasjobsearch.com/job/J3M0C96B9MZ3YT9GFLT?ipath=CRJR2266,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2266,Technicien Instrumentiste F/H,Full-Time,"['Formation', 'Liens', 'Brevet De Technicien Supérieur', 'Appareils Mobiles', 'Ménagère', 'Conceptual Design']",https://www.oilandgasjobsearch.com/job/J3N57Z777T5MJHDDJMV?ipath=CRJR2267,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2267,Chef d'équipe F/H,Full-Time,"['Picture Frame', 'Biochimiques Dosages', 'Sites', 'Électricité', 'Mission', 'Chantier Naval']",https://www.oilandgasjobsearch.com/job/J3Q38T6BLMNQBBTSZC5?ipath=CRJR2268,"Auvergne-Rhône-Alpes, France",France,"{'lat': 45.4471431, 'lng': 4.385250699999999}"
2268,SR. Systems Engineer (Subsurface SOL),Full-Time,"['Earth Sciences', 'Multidisciplinary Approach', 'Oil And Gas', 'Oil Painting', 'Petroleum Engineering', 'Oil And Gas']",https://www.oilandgasjobsearch.com/job/J3R66K6YCTRLN4SGPKM?ipath=CRJR2269,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
2269,Projektingenieur für die Versorgungstechnik,Full-Time,['Klimatechnik'],https://www.oilandgasjobsearch.com/job/J3N0V567RM2PK329WK6?ipath=CRJR2270,"North Rhine-Westphalia, Germany",Germany,"{'lat': 51.43323669999999, 'lng': 7.661593799999999}"
2270,Inhouse SAP HCM Application Manager,Full-Time,"['Sap Erp', 'Geh� Lter', 'Betriebswirtschaftslehre', 'Work Order', 'Centroid']",https://www.oilandgasjobsearch.com/job/J3T49V6MZK8FX4Y1CLG?ipath=CRJR2271,"Saxony, Germany",Germany,"{'lat': 51.1045407, 'lng': 13.2017384}"
2271,Monteur Verluchting - HVAC,Full-Time,"['Montage (Tv Producties)', 'Montage', 'Mechanica (Onderwijs Geven)', 'Mechanica']",https://www.oilandgasjobsearch.com/job/J3N0TF6T002H68JXBZJ?ipath=CRJR2272,"2300 Turnhout, Belgium",Belgium,"{'lat': 51.3216509, 'lng': 4.9375578}"
2272,Brandertechnieker M/V,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3V0VW78H06CG6K0FN8?ipath=CRJR2273,"Anzegemseweg 28, 8790 Waregem, Belgium",Belgium,"{'lat': 50.8660068, 'lng': 3.4450101}"
2273,Teamleader Elektricien Automatische Regeling M/V,Full-Time,"['Montage (Tv Producties)', 'Montage', 'Kwaliteit (Verantwoordelijk Voor)']",https://www.oilandgasjobsearch.com/job/J3Q88D65K7SWN4WS6D3?ipath=CRJR2274,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
2274,Responsable de projets frigoriste - INDUSTRIE F/H,Full-Time,"['Réalisation', 'Chantier Naval', 'Travaux', 'Dossier (Cour)', 'Anglais', 'Garant']",https://www.oilandgasjobsearch.com/job/J3N5L45W606QLFWD8JL?ipath=CRJR2275,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2275,TECHNICIEN D'AFFAIRES / TRAVAUX ECLAIRAGE URBAIN,Full-Time,"['Formation', 'Station Électrique', 'Autosuffisance', 'Travail', 'Qualité (Business)', 'Personne Qualifiée']",https://www.oilandgasjobsearch.com/job/J3S5G766ZLF28VWR49M?ipath=CRJR2276,"Rue Maryse Bastié, 69008 Lyon, France",France,"{'lat': 45.7373588, 'lng': 4.8733706}"
2276,Technicien de maintenance Frigoriste F/H,Full-Time,"['Génie Climatique', 'Ventilation', 'Cvc', 'Travaux', 'Domaine (Microsoft)', 'Chauffage Et Refroidissement']",https://www.oilandgasjobsearch.com/job/J3W2BK794TFWWMP4RG6?ipath=CRJR2277,"Rue de l'Aéronautique, 44340 Bouguenais, France",France,"{'lat': 47.1655315, 'lng': -1.5838677}"
2277,Technicien de maintenance électromécanique F/H,Full-Time,"['Client De Messagerie', 'Package (Uml)', 'Swot', 'Solutions Linux', 'Electro Mécanique', 'Autosuffisance']",https://www.oilandgasjobsearch.com/job/J3S6F16W7YDJRCZ9S9Y?ipath=CRJR2278,"Grenoble, France",France,"{'lat': 45.188529, 'lng': 5.724524}"
2278,Elektricien M/V,Full-Time,"['Elektrische Installaties (Onderhoud)', 'Elektrische Installaties (Exploitatie En Onderhoud)', 'Multimedia (Onderwijs Geven)', 'Montage (Tv Producties)', 'Montage', 'Leiding (Multimediaontwikkelingsprogramma)']",https://www.oilandgasjobsearch.com/job/J3R0DR6BJZ6XKPM32XG?ipath=CRJR2279,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
2279,Responsable d'affaires confirmé - INDUSTRIE F/H,Full-Time,"['Formation', 'Management', 'Swot', 'Chantier Naval', 'Projet (Chaudière)', 'Travaux De Bureau']",https://www.oilandgasjobsearch.com/job/J3S5V66J1KZHKHLXM81?ipath=CRJR2280,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2280,Ingénieur(e) d'Affaires IT F/H,Full-Time,"['Mission', 'Gestion', 'Ménagère', 'Gestion Financière', 'Entreprise', 'Projet (Chaudière)']",https://www.oilandgasjobsearch.com/job/J3M2K06BWTHR6TDJXHX?ipath=CRJR2281,"44800 Saint-Herblain, France",France,"{'lat': 47.210335, 'lng': -1.651444}"
2281,Responsable projets instrumentation - INDUSTRIE F/H,Full-Time,"['Travaux', 'Chantier Naval', 'Supervision', 'Gestion De La Relation Client', 'Instrumentation', 'Géométrie Différentielle']",https://www.oilandgasjobsearch.com/job/J3V29M5VTW6YQG2NQRZ?ipath=CRJR2282,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2282,Monteur génie civil F/H,Full-Time,"['Personne Qualifiée', 'Autosuffisance', 'Pose (Peinture/Sculpture)', 'Étiquetage', 'Chantier Naval', 'Matériels']",https://www.oilandgasjobsearch.com/job/J3P13K78W7NDGPVZCXC?ipath=CRJR2283,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2283,Electromécanicien - INDUSTRIE F/H,Full-Time,"['Autosuffisance', 'Station Électrique', 'Maintenance', 'Électrotechnique', 'Maintenance Des Systèmes Mécaniques Automatisés', 'Formation']",https://www.oilandgasjobsearch.com/job/J3V2FY63M8NWHN14R07?ipath=CRJR2284,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2284,Projeteur Instrumentation - INDUSTRIE F/H,Full-Time,"['Chantier Naval', 'Travaux', 'Autosuffisance', 'Santé Et Sécurité', 'Logiciels', 'Qualité (Business)']",https://www.oilandgasjobsearch.com/job/J3T2BH65HCPQ9F3M0DH?ipath=CRJR2285,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2285,TECHNICIEN MULTI TECHNIQUE F/H,Full-Time,"['Formation', 'Autosuffisance', 'Cvc', 'Maintenance', 'Qualité (Business)', 'Ventilation']",https://www.oilandgasjobsearch.com/job/J3M07F6W9GQLY4MT7XR?ipath=CRJR2286,"41100 Vendôme, France",France,"{'lat': 47.792551, 'lng': 1.065343}"
2286,Responsable d'affaires expérimenté - INDUSTRIE F/H,Full-Time,"['Portefeuille', 'Commerce', 'Marchandage', 'Dossier (Cour)', 'Gestion', 'Planification']",https://www.oilandgasjobsearch.com/job/J3M6KS6DDD16T9VXX1Q?ipath=CRJR2287,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
2287,Electricien in HVAC - Limburg,Full-Time,"['Planning', 'Elektrische Installaties (Onderhoud)', 'Elektrische Installaties (Exploitatie En Onderhoud)', 'Verlichting (Onderricht Geven)', 'Verlichting (Decoratie)']",https://www.oilandgasjobsearch.com/job/J3P3F86RGF732389FQK?ipath=CRJR2288,"Prins-Bisschopssingel 50, 3500 Hasselt, Belgium",Belgium,"{'lat': 50.9136138, 'lng': 5.3386273}"
2288,Chef d'équipe monteur réseaux F/H,Full-Time,"['Physique', 'Formation', 'Générateurs Électriques', 'Travaux', 'Brevet De Technicien Supérieur', 'Qualité (Business)']",https://www.oilandgasjobsearch.com/job/J3P39Z6B7V0V2H3BNCG?ipath=CRJR2289,"2 Impasse Henri Barbusse, 38120 Saint-Egrève, France",France,"{'lat': 45.2333084, 'lng': 5.666214500000001}"
2289,Chaudronnier expérimenté F/H,Full-Time,"['Poinçonneuse', 'Soudage Gaz Tungsten Arc', 'Supervision', 'Commandes Numériques', 'Autosuffisance', 'Assemblage (Bois)']",https://www.oilandgasjobsearch.com/job/J3W15P5YVSPQXB88XQL?ipath=CRJR2290,"Normandy, France",France,"{'lat': 48.87987039999999, 'lng': 0.1712529}"
2290,Project Manager,Full-Time,['Inkopen'],https://www.oilandgasjobsearch.com/job/J3W8DB68137F6KM759D?ipath=CRJR2291,"Sint-Niklaas, Belgium",Belgium,"{'lat': 51.1558839, 'lng': 4.154440999999999}"
2291,Koeltechnieker M/V,Full-Time,"['Planning', 'Onderhoud (Schilderwerk)']",https://www.oilandgasjobsearch.com/job/J3V5FP6LFWNCQ9ZBSQH?ipath=CRJR2292,"Anzegemseweg 28, 8790 Waregem, Belgium",Belgium,"{'lat': 50.8660068, 'lng': 3.4450101}"
2292,Conducteur de travaux F/H,Full-Time,"['Projet (Chaudière)', 'Réalisation', 'Baccalauréat Professionnel', 'Garant', 'Réunion', 'Notoriété De La Marque']",https://www.oilandgasjobsearch.com/job/J3M5TF6SC7CX41P1PGS?ipath=CRJR2293,"54 Avenue Gustave Eiffel, 33610 Canéjan, France",France,"{'lat': 44.7769123, 'lng': -0.6606333999999999}"
2293,Chef de chantier réseaux secs F/H,Full-Time,"['Garant', 'Pétrole / Gaz', 'Personne Qualifiée', 'Autosuffisance', 'Pose (Peinture/Sculpture)', 'Étiquetage']",https://www.oilandgasjobsearch.com/job/J3Q1KK6YV3R75TYP9HV?ipath=CRJR2294,"38200 Vienne, France",France,"{'lat': 45.525587, 'lng': 4.874339}"
2294,Monteur GSM F/H,Full-Time,"['Travaux', 'Câble', 'Autosuffisance', 'Base De Connaissances', ""Formation D'ingénieurs En France"", 'Ménagère']",https://www.oilandgasjobsearch.com/job/J3V23C7972BFND511HN?ipath=CRJR2295,"Quint-Fonsegrives, France",France,"{'lat': 43.5839204, 'lng': 1.5450766}"
2295,Ingénieur.e Réseaux & Sécurité F/H,Full-Time,"['Formation', 'Gestion Des Dossiers', 'Autosuffisance', 'Bac', 'Aptitude', 'Systems']",https://www.oilandgasjobsearch.com/job/J3R6G45Y8HZMKCSYN5Q?ipath=CRJR2296,"Montpellier, France",France,"{'lat': 43.610769, 'lng': 3.876716}"
2296,Elektricien,Full-Time,"['Elektrische Installaties (Onderhoud)', 'Elektrische Installaties (Exploitatie En Onderhoud)', 'Multimedia (Onderwijs Geven)', 'Montage (Tv Producties)', 'Montage', 'Leiding (Multimediaontwikkelingsprogramma)']",https://www.oilandgasjobsearch.com/job/J3W04M6KP812J4J2BJC?ipath=CRJR2297,"9150 Kruibeke, Belgium",Belgium,"{'lat': 51.1706379, 'lng': 4.312306299999999}"
2297,Chef de projet informatique expérimenté(e) F/H,Full-Time,"['Ingénieur', 'Gestion', 'Projet (Chaudière)', 'Prédiction', 'Mission', 'Ménagère']",https://www.oilandgasjobsearch.com/job/J3S5XV67KCYJ4XS6XFL?ipath=CRJR2298,"Lyon, France",France,"{'lat': 45.764043, 'lng': 4.835659}"
