,title,employer,location,worktype,skill
2031,DRILLING ENGINEER (COST & BUDGET),OILANDGAS,"Doha, Doha",Contractor,"['Operations', 'Management', 'Petroleum Engineering', 'Analytical', 'English Language', 'Petroleum Industry']"
2032,PROFESSIONAL DEVELOPMENT ADVISOR,OILANDGAS,"Doha, Doha",Contractor,"['Career Development', 'Professional Development', 'Documentation', 'Management', 'Competency Based Development', 'Training']"
2033,SENIOR CHEF (Offshore),OILANDGAS,"Doha, Doha",Contractor,"['Storage (Warehousing)', 'Sanitization', 'Administration', 'Operations', 'Management', 'Maintenance']"
2034,COATING INSPECTOR (PS-2),OILANDGAS,"Doha, Doha",Contractor,"['Scheduling', 'Refurbishment', 'Oil Painting', 'Non Destructive Testing (Ndt)']"
2035,Lead Piping Designer,OILANDGAS,London,Full-Time,"['Installations (Manual/Mechanical)', '3 D Modeling', 'Computer Aided Design', 'Isometric Exercise', 'Construction', 'Commissioning']"
2036,Lead Electrical Designer,OILANDGAS,London,Full-Time,"['Installations (Manual/Mechanical)', 'Oil And Gas', 'Construction', 'Engineering', 'Commissioning', 'Network Routing']"
2037,Construction Engineer,OILANDGAS,London,Full-Time,"['Lifting Operations And Lifting Equipment Regulations', 'Operations', 'Microsoft Access', 'Operations Management', 'Management', 'Installations (Manual/Mechanical)']"
2038,Hydrotreating,OILANDGAS,Kuala Lumpur,Contractor,"['Dht', 'Emergency Handling', 'Naphtha', 'Kerosene', 'Hydrodesulfurization']"
2039,Panelman / Boardman (Hydrotreating),OILANDGAS,Mala,Contractor,"['Dht', 'Emergency Handling', 'Naphtha', 'Kerosene', 'Hydrodesulfurization']"
2040,WIRELINE SUPERVISOR,OILANDGAS,"Doha, Doha",Contractor,"['Operations', 'Oil And Gas', 'Oil Painting', 'Hydrogen Sulfide (H2 S) Training', 'Hardworking And Dedicated', 'Health Safety And Environment']"
2041,SR. HVAC ENGINEER,OILANDGAS,"Doha, Doha",Contractor,"['Infrastructure', 'Engineering', 'Management', 'Asset Management', 'Commissioning', 'Quality Procedures']"
2042,Electrical Field Engineer - Package Generator,OILANDGAS,"Kuala Lumpur, Selangor",Contractor,"['Electrical Engineering', 'Packaging And Labeling', 'Software Packaging', 'Passionate']"
2043,HSSE Engineer,OILANDGAS,"Kuala Lumpur, Selangor",Contractor,"['Resource Management', 'Risk Management', 'Coordinating']"
2044,ICSS Specialist,Luanda,Contractor,,"['Programmable Logic Controllers', 'Distributed Control Systems', 'Instrumentation', 'Control Systems', 'Floating Production Storage And Offloading', 'Mass Balance']"
2045,,Atlas Professionals,United Kingdom,Seasonal/Temp,[]
2046,,Atlas Professionals,United Kingdom,Seasonal/Temp,[]
2047,,Atlas Professionals,United Kingdom,Seasonal/Temp,[]
2048,,Atlas Professionals,United Kingdom,Seasonal/Temp,[]
2049,HSE Manager,OILANDGAS,"Bangkok, Bangkok Metropolis",Full-Time,"['Renewable Energy', 'Project Management', 'Operations', 'Oil And Gas', 'Oil Painting', 'Oil And Gas']"
2050,Safety Specialist,OILANDGAS,USA-TN-Cumberland City,Full-Time,"['Occupational Health And Safety Administration (Osha)', 'Automated External Defibrillator', 'First Aid', 'Safety Training', 'Cardiopulmonary Resuscitation', 'Fire Prevention']"
2051,Remediation Specialist,OILANDGAS,KWT-Al Ahmadi,Full-Time,"['Scheduling', 'Presentations', 'Water Treatment', 'Project Management', 'Training', 'Mentorship']"
2052,Civil Designer,OILANDGAS,"Dubai, Dubay",Contractor,"['Driving', 'Oil And Gas', 'Oil Painting', 'Oil And Gas', 'Engineering Design Process']"
2053,Head of Construction,OILANDGAS,"Doha, Doha",Full-Time,"['Test Planning', 'Refurbishment', 'Engineering', 'Commissioning', 'English Language', 'Construction Management']"
2054,Senior Pipeline Engineer,OILANDGAS,"Doha, Doha",Full-Time,"['Engineering', 'Oil And Gas', 'Mechanical Engineering', 'Installations (Computer Systems)']"
2055,"HEAD, PROJECTS BUDGET",OILANDGAS,"Doha, Doha",Full-Time,"['Capitalization', 'Oil And Gas', 'Oil Painting', 'Certified Public Accountant', 'Budgeting', 'Capital Expenditure']"
2056,"PLC DCS Engineer, QAPCO (site)",OILANDGAS,Doha,Full-Time,"['Programmable Logic Controllers', 'Control Systems', 'Instrumentation', 'Control Valves', 'Scheduling', 'Installations (Manual/Mechanical)']"
2057,Senior Electronic Engineer,OILANDGAS,"Zhuhai, Guangdong",Full-Time,"['Testing', 'Debugging', 'Firmware', 'Electrical Engineering', 'New Product Development', 'Application Specific Integrated Curcuits']"
2058,General Ledger Accountant,OILANDGAS,"Zhuhai, Guangdong",Full-Time,"['Booking (Sales)', 'Booking (Trades)', 'Booking (Resource Planning Software)', 'Fixed Asset', 'Capital Expenditure', 'Petty Cash']"
2059,Senior Supervisor – Environment Health Safety and Plant Faciliti,OILANDGAS,"Zhuhai, Guangdong",Full-Time,"['Emergency Handling', 'Investigation', 'Corrective And Preventive Actions', 'Scheduling', 'Preventive Action', 'Injury']"
2060,Operations Director,OILANDGAS,"Suzhou, Jiangsu",Full-Time,"['Management', 'Operations', 'Marketing', 'Product Planning', 'New Product Development', 'Sales']"
2061,SAFETY OFFICER (SYSTEMS & AUDIT),OILANDGAS,"Doha, Doha",Contractor,"['Iso 14000 Standard', 'Interpersonal Skills', 'Training', 'Complex Problem Solving', 'Engineering', 'Safety Standards']"
2062,Administrative Assistant (HSE-FB-2020-110-LD),CERN,Geneva,Contractor,"['Scheduling', 'English Language', 'French Languages', 'Service Orientation', 'Communication', 'Positive Attitude']"
2063,Senior Applied Fellowship Programme,CERN,Geneva,Contractor,"['Sciences', 'Microsoft Access', 'Engineering', 'Research']"
2064,Post Career Break Fellowship Programme,CERN,Geneva,Contractor,[]
2065,Junior Fellowship Programme,CERN,Geneva,Contractor,"['Adobe Creative Suite', 'Billboards', 'Graphic Design', 'Infographics (Illustration)', 'Advertisement', 'Logos']"
2066,Administrative Assistant (HSE-FB-2020-110-LD),CERN,Geneva,Contractor,"['Scheduling', 'English Language', 'French Languages', 'Service Orientation', 'Communication', 'Positive Attitude']"
2067,"Mechanical Engineer (detector design, integration and infrastructure) (EP-CMX-EI-2020-109-LD)",CERN,Geneva,Contractor,"['Finite Element Methods', 'Mechanical Engineering', 'Engineering', '3 D Modeling', 'Welding', 'Fabrication']"
2068,Senior Research Fellowship Programme: Theoretical & Experimental Physics,CERN,Geneva,Contractor,"['Calculus', 'Linear Algebra', 'Applied Mathematics', 'Design Of Experiments', 'Statistics', 'Research Experiences']"
2069,Piping Engineer - FEED,OILANDGAS,"Paris, Île-de-France",,"['Project Management', 'Oil And Gas', 'Oil Painting', 'Liquefied Natural Gas', 'Team Working', 'English Language']"
2070,TBM Production Manager,OILANDGAS,"Paris, Île-de-France",,"['Management', 'Leadership']"
2071,Civil Engineer - FEED,OILANDGAS,"Paris, Île-de-France",,"['Project Management', 'Oil And Gas', 'Oil Painting', 'Liquefied Natural Gas', 'Team Working', 'Civil Engineering']"
2072,Sales Managers-Lubricant Additives,Aldelia,Baghdad,Full-Time,"['Hardworking And Dedicated', 'Self Motivation', 'Raw Materials', 'Consultative Selling', 'Customer Acquisition Management', 'Metal Coating']"
2073,Sales Managers/Directors of Lubricant Additives,Aldelia,Islamabad,Full-Time,"['Hardworking And Dedicated', 'Self Motivation', 'Raw Materials', 'Consultative Selling', 'Customer Acquisition Management', 'Metal Coating']"
2074,"SR. COUNSEL, LNG TRADING",OILANDGAS,"Doha, Doha",Contractor,"['Trading', 'Stakeholder Management', 'Arabic Language', 'Trust Laws', 'Leadership', 'Self Motivation']"
2075,Scheduler,OILANDGAS,"Norwich, Norfolk",Contractor,"['Scheduling', 'Management', 'Hardworking And Dedicated', 'Coordinating', 'Computer Literacy', 'Communication']"
2076,Piping Designer,OILANDGAS,"Surrey, Surrey",Full-Time,[]
2077,Delta V Engineer Singapore (Life Science Industry),OILANDGAS,"Singapore, Singapore",Contractor,"['Operations', 'Engineering', 'Manufacturing', 'Process Improvements (Business)', 'Automation', 'Process Safety']"
2078,"HEAD, PROJECTS BUDGET",OILANDGAS,Abu Dhabi,Full-Time,"['Oil And Gas', 'Oil Painting', 'Certified Public Accountant', 'Oil And Gas', 'Financial Accounting', 'Association Of Chartered Certified Accountants']"
2079,"HEAD, PROJECTS BUDGET",OILANDGAS,"Doha, Doha",Full-Time,"['Capitalization', 'Oil And Gas', 'Oil Painting', 'Certified Public Accountant', 'Budgeting', 'Capital Expenditure']"
2080,Wind Turbine Site Technician,OILANDGAS,"Gy?rimsby, Lincolnshire",Contractor,"['Apache Turbine', 'Turbines', 'Rotation', 'Subcontracting', 'Offshore Water Survival', 'Medical Certificate']"
2081,Electrical Inspector,Glasgow,Contractor,,"['Electrical Codes', 'Control Panels', 'Paneling', 'Circuit Breakers', 'High Voltage', 'National Electrical Codes']"
2082,Responsable d'affaires F/H,OILANDGAS,Occitanie-France,Full-Time,"['Formation', 'Gestion', 'Brevet De Technicien Supérieur', 'Animation', 'Suivi (Commercial Airline Flight)', 'Apprentissage Expérientiel']"
2083,Responsable d'affaires F/H,OILANDGAS,Occitanie-France,Full-Time,"['Formation', 'Gestion', 'Brevet De Technicien Supérieur', 'Animation', 'Suivi (Commercial Airline Flight)', 'Apprentissage Expérientiel']"
2084,Stage Chef de projet Change Management & Coordination F/H,OILANDGAS,Île-de-France-Region-France,Full-Time,"['Projet (Chaudière)', 'Anglais', 'Travail', 'Gestion', 'Méthodologie (Enseignement)', 'Proactivité']"
2085,Software Developer,OILANDGAS,"Carrollton, Texas",Full-Time,"['Python (Programming Language)', 'Asset Management', 'C (Programming Language)', 'Software Development', 'Prototyping', 'Payloads']"
2086,Bauingenieur / Civil Engineer,OILANDGAS,Nordrhein-Westfalen,Full-Time,"['Deutsch (Sprachunterricht)', 'Command Controls', 'Vor', 'Bauwesen (Unterricht)']"
2087,Bauzeichner Modulbau,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Montage (Filmproduktion)', 'Professional Development', 'System V', 'Fertigung (Elektrisch/Telefon)', 'Suche (Personalrekrutierung)', 'Computer Aided Design']"
2088,Technischer Einkäufer Maschinenbau,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Fertigung (Elektrisch/Telefon)', 'K̦rperliche ��Bungen', 'Differentialgeometrie', 'Pl� Ne F� R Den Ruhestand', 'Target Costing', 'Serielle Daten� Bertragung']"
2089,Ingenieur Gebäudetechnik - Planer HKLS,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Auto Cad', 'Professional Development', 'Religi̦ser Text', 'Autodesk Revit', 'Begleitung', 'Projektierung']"
2090,Elektroniker / Elektriker Prozessleittechnik,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Dokumentation (Prozessindustrie)', 'Instandhaltung', 'Berufsausbildung Mit Abitur', 'Wartung (Medizinisch Technische Ger� Te)', 'Signalaufbereitung', 'Optimierung (Unterricht)']"
2091,Mechatroniker / Elektroniker Instandhaltung,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Montage (Filmproduktion)', 'Arbeitsschutz', 'Professional Development', 'Electronic Engineering', 'Softwares', 'Feldforschung']"
2092,Planungsingenieur Elektrotechnik,OILANDGAS,"Berlin, Berlin",Full-Time,"['Dokumentation (Prozessindustrie)', 'Planung (Ausbildung)', 'Ms Office', 'Auswertung (Informatik)', 'Englisch (Sprachunterricht)', 'Qualifizieren Dimensionieren']"
2093,Elektroingenieur für Schutztechnik,OILANDGAS,"Berlin, Berlin",Full-Time,"['Stationsleittechnik', 'Erwachsenenbildung', 'Elektro', 'Deutsch (Sprachunterricht)', 'Planung (Ausbildung)', 'Konzeption']"
2094,Civil Field Engineer College hire,OILANDGAS,Santiago,Full-Time,"['Subcontracting', 'Construction Management', 'Constructability', 'Scheduling', 'Construction Engineering', 'Construction']"
2095,Senior Cost Accountant,OILANDGAS,"Elmira, Ontario",Full-Time,"['Coordinating', 'Attention To Detail', 'Generally Accepted Accounting Principles', 'Financial Statements', 'Reconciliation', 'Accounting']"
2096,Associate Field Engineer - SCADA projects (Ideal for new Enginee,OILANDGAS,"Miami, Florida",Full-Time,"['Technical Matters', 'Spanish Language', 'Operations', 'Engineer In Training', 'Administration', 'Management']"
2097,Sales Analyst,OILANDGAS,"Cluj-Napoca, Cluj",Full-Time,"['Sales', 'Marketing', 'Management', 'Regional Sales', 'Sales Management', 'Analysis']"
2098,Welder,OILANDGAS,"East Burlington, New Jersey",Full-Time,"['Oxy Fuel Welding And Cutting', 'Welding', 'Overhead (Business)', 'Oil And Gas', 'Heat Treating', 'Material Handling']"
2099,"Territory Sales Manager, Alberta",OILANDGAS,", Alberta",Full-Time,"['Sales Territory', 'Sales Management', 'Selling Techniques', 'Sales', 'Technical Sales', 'Sales Process']"
2100,EMSR-Ingenieur/Techniker,OILANDGAS,Bayern,Full-Time,"['Lenkung', 'Elektrotechnik', 'Projektstrukturplan', 'Projektmanagement', 'Berichtswesen', 'Sicherstellung (Recht)']"
2101,Process Safety Engineering Student,OILANDGAS,"Calgary, Calgary (Div. 6), Alberta",Full-Time,"['Microsoft Outlook', 'Microsoft Excel', 'Coordinating', 'Microsoft Word', 'Metrics', 'Microsoft Power Point']"
2102,Schlosser/Schweißer,OILANDGAS,"Dortmund, Nordrhein-Westfalen",Full-Time,"['Metall (Kunstkonservierung)', 'E (Programming Language)', 'Rohren', 'Bau', '��L / Gas', 'Hydroelektrizit� T']"
2103,"Servicetechniker Heizungs-, Lüftungs- und Sanitärtechnik",OILANDGAS,Bayern,Full-Time,"['Dokumentation (Prozessindustrie)', 'Elektrische Ballast', 'Montage (Filmproduktion)', 'Aftersales', 'Mechanisch', 'Rechtsstreitigkeiten']"
2104,Service Techniker,OILANDGAS,Bayern,Full-Time,"['Elektrotechnik', 'Professional Development', 'Softwares', 'Religi̦ser Text', 'Installation', 'Behebung']"
2105,Kundendiensttechniker für den Bereich Brandschutz,OILANDGAS,Bayern,Full-Time,"['B (Programming Language)', 'Klasse', 'Aftersales', 'Berufsausbildung Mit Abitur', 'Bearbeitung', 'Erlebnisp� Dagogik']"
2106,Wind Technician III (O&M),OILANDGAS,"Vega, Texas",Full-Time,"['Wiring Diagram', 'Maintenance', 'Testing', 'Complex Problem Solving', 'Electrical Equipment', 'Troubleshooting (Problem Solving)']"
2107,SR. EXPLORATION GEOPHYSICIST,OILANDGAS,"Doha, Doha",Contractor,"['Coordinating', 'Product Quality Assurance', 'Oil And Gas']"
2108,Senior Pipeline Engineer,OILANDGAS,"Doha, Doha",Full-Time,"['Engineering', 'Oil And Gas', 'Mechanical Engineering', 'Installations (Computer Systems)']"
2109,Drilling Commissioning Superintendent,OILANDGAS,"Baku, Baki",Full-Time,"['Scheduling', 'Management', 'Recruitment', 'Construction', 'Training', 'Construction Management']"
2110,"Planner (werkvoorbereider) - Rotterdam, Netherlands",OILANDGAS,"Rotterdam, Zuid-Holland",Contractor,"['Inform', 'Test Planning', 'Purchasing', 'Isometric Exercise', 'Research', 'Dutch Language']"
2111,Drilling Completion Lead,Competentia,Baku,Contractor,"['Operations', 'Management', 'Reports', 'Training', 'Databases', 'Engineering']"
2112,,Atlas Professionals,Germany,Full-Time,[]
2113,,Atlas Professionals,Singapore,Contractor,[]
2114,,Taknia Libya Engineering Company,Tajoura,Contractor,[]
2115,,"Intertek Industry Services, Technical Staffing Services",Doha,Contractor,[]
2116,Construction Inspector,OILANDGAS,"Portland, Oregon",Full-Time,"['Trigonometry', 'Algebra', 'Geometry', 'Multitasking', 'Coordinating', 'Scheduling']"
2117,In-house consultant - wastewater,OILANDGAS,"Iselin, New Jersey",Full-Time,"['Scheduling', 'Wastewater', 'Stormwater', 'Spanish Language', 'Chinese Language', 'English Language']"
2118,Project Controls Specialist - Cost,OILANDGAS,"Kincardine, Bruce, Ontario",Full-Time,"['Scheduling', 'Analysis', 'Coordinating', 'Project Management', 'Construction Management', 'Control Systems']"
2119,Climate change and sustainability consultant,OILANDGAS,"Vancouver, Greater Vancouver, British Columbia",Full-Time,"['Leadership', 'Interpersonal Skills', 'Communication', 'Biology', 'Environmental Science', 'Transport Engineering']"
2120,Contract Engineer,OILANDGAS,"Paris, Île-de-France",,"['Documentation', 'Instructions', 'Cost Controling', 'Engineering']"
2121,Combat Vehicle Tester I,OILANDGAS,"Aberdeen Proving Grounds, Maryland",Full-Time,"['Electronic Systems', 'Suspension (Vehicle)', 'Testing', 'Control Systems', 'Ammunitions', 'Combating']"
2122,,Spencer Ogden - Singapore,Singapore,Contractor,[]
2123,Heavy Duty & Diesel Mechanic,OILANDGAS,"Silverdale, Washington",Full-Time,"['Heavy Equipment', 'Mechanics', 'Trailers', 'Heavy Lifting', 'Electrical Systems', 'Diesel Engines']"
2124,Client Account Partner,OILANDGAS,"Dallas, Texas",Full-Time,"['Management', 'Communication', 'Research', 'Growth Strategies', 'Sales Operations', 'Presentations']"
2125,Electrical Maintenance Engineer,OILANDGAS,"Peterborough, Peterborough",Full-Time,"['Wind Power', 'Safety Training', 'Electrical Engineering', 'Written Communication', 'Wind Turbine', 'Mechanical Engineering']"
2126,QA Service Engineer,Trainor Limited,Kuala Lumpur,Contractor,"['Quality Management', 'Product Quality Assurance', 'Auditing', 'Internal Auditing', 'Communication', 'Management']"
2127,,Aldelia,Tripoli,Contractor,[]
2128,,Taknia Libya Engineering Company,Tripoli,Contractor,[]
2129,Fabrication,GSP Offshore,London,Contractor,"['Scheduling', 'Emergency Handling', 'Storage (Warehousing)', 'Operations', 'Iso 14000 Standard', 'Ohsas 18001 Standard']"
2130,,Jadeclover Pte Ltd,Singapore,Contractor,[]
2131,,Jadeclover Pte Ltd,Singapore,Full-Time,[]
2132,,Swisslinx AG,Riyadh,Full-Time,[]
2133,,Jadeclover Pte Ltd,Singapore,Contractor,[]
2134,,Spencer Ogden - UK,"London, Westminster",Full-Time,[]
2135,,Brunel UAE,Abu Dhabi,Contractor,[]
2136,,Taknia Libya Engineering Company,Tripoli,Contractor,[]
2137,"Marketing, Communications, and Events Consultant",Delta International Petroleum Services,Abu Dhabi,Contractor,"['Scheduling', 'Presentations', 'Communication', 'Documentation', 'Research', 'Timelines']"
2138,Procurement Manager,OILANDGAS,Bangkok,Full-Time,"['Scheduling', 'Purchasing', 'Procurement']"
2139,Sr. Project Manager,OILANDGAS,"Jamaica Beach, Texas",Contractor,"['Leadership', 'Pumps', 'Instrumentation']"
2140,RESPONSABLE TECHNIQUE F/H,OILANDGAS,"Vendôme, Centre",Full-Time,"['Formation', 'Station Électrique', 'Maintenance Préventive', 'Ménagère', 'Autosuffisance', 'Contrat']"
2141,Time Administrator,OILANDGAS,"Calgary, Calgary (Div. 6), Alberta",Full-Time,"['Reports', 'Interpersonal Skills', 'Communication', 'Microsoft Office', 'Passionate', 'Team Working']"
2142,Field Engineer M/F,OILANDGAS,Kuwait City,Full-Time,"['Refinery', 'Operations', 'Oil And Gas', 'Oil Painting', 'Management', 'Middle East']"
2143,Shift Supervisor – MARINE M/F,OILANDGAS,Kuwait City,Full-Time,"['Refinery', 'Microsoft Office', 'Environmental Protection', 'Gnu Compiler Collection', 'English Language', 'Communication']"
2144,Control Room Technician – TANK M/F,OILANDGAS,Kuwait City,Full-Time,"['Commissioning', 'Cardboards', 'Testing', 'Maintenance', 'Oil Painting', 'Distributed Control Systems']"
2145,Shift Supervisor – TANK M/F,OILANDGAS,Kuwait City,Full-Time,"['Refinery', 'Environmental Protection', 'English Language', 'Human Resources', 'Occupational Health', 'Commissioning']"
2146,Operation Technician Sulphur M/F,OILANDGAS,Kuwait City,Full-Time,"['Installations (Computer Systems)', 'Refinery', 'Pigging', 'Maintenance', 'Management', 'Complex Problem Solving']"
2147,Cost Accountant,OILANDGAS,"Chanhassen, Minnesota",Full-Time,"['Financial Statements', 'Balance Sheet', 'Generally Accepted Accounting Principles', 'Business Software', 'Inventory Management', 'Physical Inventory']"
2148,Specialist I Order Administration,OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Management', 'Customer Satisfaction', 'Quality Management', 'Customer Service', 'Sales', 'Product Configuration']"
2149,Business Development Manager - ESI,OILANDGAS,"Dubai, Dubay",Full-Time,"['Business Development', 'Sales', 'Marketing', 'Business Acumen', 'Sales Management', 'Management']"
2150,Sales Manager Residential Comfort D-A-CH (m/f/d),OILANDGAS,"Maintal, Hessen",Full-Time,"['German Language', 'Coordinating', 'English Language', 'Sales Management', 'Sales', 'Customer Satisfaction']"
2151,Specialist I Order Administration,OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Management', 'Customer Satisfaction', 'Quality Management', 'Customer Service', 'Sales', 'Product Configuration']"
2152,Sales Engineer – Reliability Solutions,OILANDGAS,"Johannesburg, Gauteng",Full-Time,"['Selling Techniques', 'Customer Satisfaction', 'Sales', 'Sales Engineering', 'Demos', 'Marketing']"
2153,Approvals Engineer,OILANDGAS,"Molnlycke, Vastra Gotaland",Full-Time,"['Product Management', 'New Product Development', 'Marketing', 'Product Lifecycle', 'Manufacturing', 'Management']"
2154,Specialist II Order Management,OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Scheduling', 'Management', 'Customer Satisfaction', 'Order Processing', 'Customer Service', 'Sales']"
2155,(Senior) Integrated Solutions Engineer (m/f/d),OILANDGAS,"Aachen, Nordrhein-Westfalen",Full-Time,"['Mechanical Engineering', 'Thermodynamics', 'Passionate', 'Team Working', 'Marketing', 'Sales']"
2156,Specialist II Technical Documentation,OILANDGAS,"Quezon City, Metropolitan Manila",Full-Time,"['Templates', 'Datasheets', 'Presentations', 'Management', 'Darwin Information Typing Architecture (Dita)', 'Portable Document Format']"
2157,Supplier Quality Engineer,OILANDGAS,"Cluj-Napoca, Cluj",Full-Time,"['Iso 9000', 'Failure Mode Effects Analysis', 'Advanced Product Quality Planning', 'Lean Manufacturing', 'Die Casting', 'Sand Casting']"
2158,Rotating Equipment Planner,OILANDGAS,"Houston, Texas",Contractor,"['Scheduling', 'Job Planning', 'Product Quality Assurance', 'Fans', 'Microsoft Power Point', 'Commissioning']"
2159,Senior Exploration Geologist,Ankara,Full-Time,,"['Geologic Mapping', 'Geophysics', 'Geochemistry', 'Kurdish (Language)', 'English Language', 'Data Mining']"
2160,Mining Engineer,Qaiwan Group,Ankara,Full-Time,"['Operations', 'Interpersonal Skills', 'Communication', 'Kurdish (Language)', 'English Language', 'Engineering']"
2161,"Civil Structural Designer - Den Haag, Netherlands",OILANDGAS,"Den Haag, Zuid-Holland",Contractor,"['Design Codes', 'Engineering Drawing', 'Oil Painting', 'Oil And Gas', 'Oil And Gas', 'Civil Designer']"
2162,"Lead Civil Structural Engineer- Rotterdam, Netherlands",OILANDGAS,"Rotterdam, Zuid-Holland",Contractor,"['Reports', 'Structural Engineering', 'Complex Problem Solving', 'Engineering', 'Analysis', 'Presentations']"
2163,"Senior Civil Structural Engineer - Brussels, Belgium",OILANDGAS,"Brussels, Brussels",Contractor,"['Scheduling', 'Petrochemical', 'Self Motivation', 'Dutch Language', 'Communication', 'Verbal Communication']"
2164,Territory Sales Manager - West and South Australia,OILANDGAS,"Perth, Western Australia",Full-Time,"['Process Improvements (Business)', 'Positive Attitude', 'Self Motivation', 'Presentations', 'Communication', 'Team Working']"
2165,TEST IRAQ Job,OILANDGAS,Baghdad,Contractor,"['Create Test Plan', 'Create Automation Framework', 'Develop Automation Script', 'Test Automation Strategy', 'Test Automation', 'Execute Automated Tests']"
2166,"Senior Embedded Software Engineer - Espoo, Finland",OILANDGAS,Helsinki,Full-Time,"['Testing', 'Embedded Software', 'Engineering', 'Systems Design']"
2167,Project Manager (MV) - Belgium,OILANDGAS,"Brussels, Brussels",Full-Time,"['Scheduling', 'Management', 'Training', 'Administration', 'Communication']"
2168,Commissioning Engineer,OILANDGAS,Singapore,Contractor,"['Commissioning', 'Storage (Warehousing)', 'Maintenance', 'Emergency Handling', 'Computer Control Systems', 'Scheduling']"
2169,Crane and Lifting Specialist,Intertek,Peterhead,Contractor,"['Oil And Gas', 'Oil Painting', 'Oil And Gas', 'Calculations', 'Engineering']"
2170,HS2 - Site Supervisor - Enabling Works,OILANDGAS,"London, Westminster",Contractor,"['Contract Management', 'Progress Reports', 'Management', 'Hardworking And Dedicated']"
2171,"Solar Project Manager - Santiago, Chile",OILANDGAS,"Santiago, Santiago Metropolitan Region",Full-Time,"['Scheduling', 'Risk Management', 'Project Planning', 'Installations (Manual/Mechanical)', 'Construction', 'Subcontracting']"
2172,Senior Power System Engineer,OILANDGAS,"London, Westminster",Full-Time,"['Wind Turbine', 'Electrical Substation', 'Wind Farming', 'Electrical System Design', 'Procurement', 'Analysis']"
2173,System Architect - Fluids Design Engineering,OILANDGAS,"Wilson, Florida",Full-Time,"['Emergency Handling', 'Operations', 'Scheduling', 'Presentations', 'Engineering', 'Microsoft Access']"
2174,Wordpress Website Intern,OILANDGAS,"London, Westminster",Full-Time,"['Search Engine Optimization', 'User Experience', 'Word Press', 'Working Remotely', 'Websites', 'Marketing Management']"
2175,Service Engineer Sprinkler,OILANDGAS,"Dordrecht, Zuid-Holland",Full-Time,"['Elektrische Installaties (Onderhoud)', 'Elektrische Installaties (Exploitatie En Onderhoud)', 'Onderhoud (Schilderwerk)']"
2176,Application Engineer,OILANDGAS,"Shanghai, Shanghai",Full-Time,['Automation']
2177,Construction Manager,OILANDGAS,"London, Westminster",Full-Time,"['Self Motivation', 'Construction', 'Management', 'Construction Management', 'Subcontracting', 'Leadership']"
2178,Project Manager,OILANDGAS,USA-CO-Denver,Full-Time,"['Leadership', 'Project Management', 'Coaching And Mentoring', 'Management', 'Business Development', 'Engineering']"
2179,"Senior Electrical Engineer , Minerals , Mining & Metals",OILANDGAS,CAN-ON-Sudbury,Full-Time,"['Operations', 'Scheduling', 'Engineering', 'Self Motivation', 'Concurrency Controls', 'Installations (Manual/Mechanical)']"
2180,Accountant I,OILANDGAS,"Tulsa, Oklahoma",Full-Time,"['Generally Accepted Accounting Principles', 'Reconciliation', 'Account Analysis', 'Property Tax', 'General Ledger', 'Fixed Asset']"
2181,Coach / Assessor - Mechanical,OILANDGAS,"Muscat, Muscat",Full-Time,"['Scheduling', 'Progress Reports', 'Coaching And Mentoring', 'Communication', 'Assessments', 'Oil And Gas']"
2182,Project Manager - Learning & Development,OILANDGAS,"London, Westminster",Full-Time,"['Management Training', 'Competency Management Systems', 'Project Management', 'Oil And Gas', 'Oil Painting', 'Project Management Professional Certification']"
2183,HSE Training Manager,OILANDGAS,"London, Westminster",Full-Time,"['Risk Analysis', 'Oil And Gas', 'Oil Painting', 'Team Working', 'Management', 'Customer Relationship Management']"
2184,Apprentice Pipefitter - Edmonton,OILANDGAS,CAN-AB-Edmonton,Full-Time,"['Hoisting', 'Interpret Drawings', 'Thread', 'Assembling', 'Fitting', 'Rigging (Sailing Ship)']"
2185,Geotechnical Engineer-In-Training,OILANDGAS,"Houston, Texas",Full-Time,"['Geotechnical Engineering', 'Passionate', 'Product Quality Assurance', 'Seismic Analysis', 'Engineer In Training', 'Technical Writings']"
2186,R2R Analyst ECR - APAC,OILANDGAS,MYS-KL-Kuala Lumpur,Full-Time,"['Statutory Reporting', 'Financial Statements', 'Balance Sheet', 'Accounting', 'Reconciliation', 'General Ledger']"
2187,Cost Controller,OILANDGAS,ARE-Abu Dhabi,Full-Time,"['Microsoft Excel', 'Oil And Gas', 'Oil Painting', 'Oil And Gas', 'Cost Accounting', 'Engineering']"
2188,Geotechnical Engineer-In-Training,OILANDGAS,"Vancouver, Greater Vancouver, British Columbia",Full-Time,"['Geotechnical Engineering', 'Passionate', 'Product Quality Assurance', 'Seismic Analysis', 'Engineer In Training', 'Technical Writings']"
